,Date,Close,Open,High,Low
0,2022-01-03,49.800000000000004,49.900000000000006,50.0,49.550000000000004
1,2022-01-04,49.650000000000006,49.95,49.95,49.45
2,2022-01-05,49.5,49.650000000000006,49.800000000000004,49.5
3,2022-01-06,49.650000000000006,49.5,49.900000000000006,49.5
4,2022-01-07,49.75,49.800000000000004,49.800000000000004,49.25
5,2022-01-10,49.95,49.800000000000004,50.0,49.75
6,2022-01-11,50.5,50.0,50.800000000000004,49.800000000000004
7,2022-01-12,51.300000000000004,51.1,51.400000000000006,50.7
8,2022-01-13,51.5,51.800000000000004,51.900000000000006,51.2
9,2022-01-14,51.2,51.7,51.7,50.6
10,2022-01-17,50.800000000000004,51.2,51.300000000000004,50.5
11,2022-01-18,50.900000000000006,50.800000000000004,51.1,50.6
12,2022-01-19,50.900000000000006,50.900000000000006,50.900000000000006,50.6
13,2022-01-20,51.2,50.800000000000004,51.2,50.800000000000004
14,2022-01-21,50.300000000000004,51.400000000000006,51.400000000000006,50.300000000000004
15,2022-01-24,50.7,50.0,51.0,49.7
16,2022-01-25,50.2,50.800000000000004,50.800000000000004,50.2
17,2022-01-26,50.2,50.2,50.6,49.900000000000006
18,2022-02-07,51.400000000000006,50.400000000000006,51.400000000000006,50.400000000000006
19,2022-02-08,51.7,51.6,51.800000000000004,51.6
20,2022-02-09,51.800000000000004,51.7,51.900000000000006,51.7
21,2022-02-10,52.1,52.0,52.300000000000004,51.900000000000006
22,2022-02-11,52.5,52.0,52.800000000000004,51.7
23,2022-02-14,52.400000000000006,52.2,52.5,51.900000000000006
24,2022-02-15,51.7,51.900000000000006,52.2,51.6
25,2022-02-16,52.400000000000006,52.900000000000006,52.900000000000006,52.0
26,2022-02-17,52.2,52.400000000000006,52.7,52.0
27,2022-02-18,52.6,52.2,52.7,52.1
28,2022-02-21,52.2,52.6,52.7,52.1
29,2022-02-22,51.900000000000006,52.2,52.2,51.800000000000004
30,2022-02-23,52.0,52.1,52.2,52.0
31,2022-02-24,51.5,52.0,52.0,51.5
32,2022-02-25,51.6,51.6,52.0,51.6
33,2022-03-01,52.300000000000004,52.0,52.400000000000006,52.0
34,2022-03-02,52.1,52.300000000000004,52.300000000000004,51.800000000000004
35,2022-03-03,52.7,52.2,53.1,52.2
36,2022-03-04,52.400000000000006,52.7,52.800000000000004,52.2
37,2022-03-07,51.400000000000006,52.400000000000006,52.400000000000006,51.1
38,2022-03-08,50.5,51.400000000000006,51.400000000000006,50.0
39,2022-03-09,51.2,50.800000000000004,51.2,50.6
40,2022-03-10,51.800000000000004,51.400000000000006,51.900000000000006,51.400000000000006
41,2022-03-11,51.800000000000004,51.800000000000004,51.800000000000004,51.6
42,2022-03-14,52.0,51.800000000000004,52.300000000000004,51.6
43,2022-03-15,52.0,52.1,52.2,51.900000000000006
44,2022-03-16,51.6,52.2,52.400000000000006,51.300000000000004
45,2022-03-17,51.800000000000004,51.900000000000006,52.0,51.6
46,2022-03-18,51.900000000000006,52.0,52.0,51.7
47,2022-03-21,52.400000000000006,52.1,52.7,52.1
48,2022-03-22,52.7,52.400000000000006,52.7,52.2
49,2022-03-23,55.0,53.400000000000006,55.1,53.400000000000006
50,2022-03-24,55.1,54.400000000000006,55.300000000000004,54.400000000000006
51,2022-03-25,54.7,55.1,55.1,54.5
52,2022-03-28,54.400000000000006,54.5,54.5,53.5
53,2022-03-29,56.300000000000004,54.5,56.6,54.5
54,2022-03-30,57.0,56.400000000000006,57.300000000000004,56.2
55,2022-03-31,58.1,57.1,58.5,57.0
56,2022-04-01,57.7,58.1,58.1,56.900000000000006
57,2022-04-06,57.2,57.400000000000006,57.400000000000006,56.7
58,2022-04-07,57.1,57.2,57.5,56.6
59,2022-04-08,58.0,57.5,58.0,56.800000000000004
60,2022-04-11,59.7,58.0,59.900000000000006,58.0
61,2022-04-12,57.5,59.7,60.0,57.400000000000006
62,2022-04-13,56.800000000000004,57.6,58.0,56.5
63,2022-04-14,58.0,56.5,58.2,56.5
64,2022-04-15,57.2,58.1,58.1,57.0
65,2022-04-18,56.7,57.1,57.2,56.300000000000004
66,2022-04-19,56.6,57.2,57.300000000000004,56.0
67,2022-04-20,56.800000000000004,56.6,57.2,56.6
68,2022-04-21,56.7,56.6,57.2,56.6
69,2022-04-22,57.2,56.6,57.6,56.6
70,2022-04-25,56.1,57.2,57.2,55.800000000000004
71,2022-04-26,55.400000000000006,56.7,56.7,55.400000000000006
72,2022-04-27,54.5,55.0,55.0,53.6
73,2022-04-28,54.7,54.2,54.900000000000006,54.0
74,2022-04-29,54.6,54.7,55.2,54.400000000000006
75,2022-05-03,54.900000000000006,54.6,55.0,54.0
76,2022-05-04,54.800000000000004,54.800000000000004,54.800000000000004,54.6
77,2022-05-05,54.800000000000004,54.900000000000006,55.1,54.6
78,2022-05-06,54.400000000000006,54.2,54.5,53.6
79,2022-05-09,52.7,54.1,54.1,52.6
80,2022-05-10,52.300000000000004,51.300000000000004,52.300000000000004,51.300000000000004
81,2022-05-11,52.2,52.300000000000004,52.300000000000004,51.800000000000004
82,2022-05-12,51.300000000000004,52.1,52.1,51.2
83,2022-05-13,52.5,51.5,52.6,51.5
84,2022-05-16,52.0,53.0,53.5,51.2
85,2022-05-17,52.1,52.0,52.2,51.400000000000006
86,2022-05-18,52.7,51.900000000000006,53.2,51.900000000000006
87,2022-05-19,52.7,51.900000000000006,52.800000000000004,51.900000000000006
88,2022-05-20,52.7,52.7,52.900000000000006,52.7
89,2022-05-23,52.6,52.5,52.900000000000006,52.5
90,2022-05-24,52.800000000000004,52.7,52.900000000000006,52.6
91,2022-05-25,53.0,52.6,53.2,52.6
92,2022-05-26,53.5,53.0,53.6,53.0
93,2022-05-27,53.5,53.6,53.7,53.2
94,2022-05-30,54.7,54.300000000000004,54.800000000000004,53.900000000000006
95,2022-05-31,54.6,55.0,55.1,54.5
96,2022-06-01,54.1,54.900000000000006,54.900000000000006,53.7
97,2022-06-02,53.7,54.1,54.400000000000006,53.5
98,2022-06-06,54.0,53.300000000000004,54.0,53.300000000000004
99,2022-06-07,53.6,53.400000000000006,53.900000000000006,53.300000000000004
100,2022-06-08,53.6,53.6,53.6,53.300000000000004
101,2022-06-09,53.5,53.1,53.7,53.1
102,2022-06-10,53.300000000000004,53.400000000000006,53.400000000000006,52.7
103,2022-06-13,52.800000000000004,52.7,53.1,52.300000000000004
104,2022-06-14,52.300000000000004,52.5,52.800000000000004,51.7
105,2022-06-15,52.900000000000006,52.900000000000006,53.0,52.400000000000006
